☆央卫☆,#genre#
石河子教育,http://mlive1.91kds.cn/b9/bstxj.m3u8?

id=xjshz4&nwtime=1603618305&sign=f4663bed115d253d59af543dbd20b535&mip=221.9.85.57&from=com
☆精品☆,#genre#
高清电视QQ交流群,https://vd2.bdstatic.com/mda-kcnbpzh3uh1txtxi/hd/mda-kcnbpzh3uh1txtxi.mp4?auth_key=1612314700-0-0-

228382a3eb4147c105761f9b342c0b28&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
1125895186,https://vd2.bdstatic.com/mda-kcnbpzh3uh1txtxi/hd/mda-kcnbpzh3uh1txtxi.mp4?auth_key=1612314700-0-0-

228382a3eb4147c105761f9b342c0b28&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
虎牙张大仙,http://121.12.115.14/tx.hls.huya.com/src/1259515661837-1259515661837-4682562792811659264-2519031447130-

10057-A-0-1-imgplus_2000.m3u8
废柴兄弟,https://42.56.91.136/live-bvc/647126/live_391028942_60768528_1500.m3u8
音乐石榴,http://121.12.115.14/tx.hls.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057

-A-0-1_2000.m3u8
新歌速递,http://121.12.115.14/tx.hls.huya.com/src/1099531740262-1099531740262-86382469611257856-2199063603980-10057-

A-0-1_2000.m3u8
极限挑战,http://121.12.115.14/tx.hls.huya.com/src/1423782086-1423782086-6115097496000659456-2847687628-10057-A-0-1-

imgplus_2000.m3u8
韩国跑男,http://121.12.115.14/tx.hls.huya.com/src/1250011-1250011-5368756364640256-2777071322-10057-A-0-1_2000.m3u8
贝爷上线,http://121.12.115.14/tx.hls.huya.com/src/1099531752750-1099531752750-86436105162850304-2199063628956-10057-

A-0-1_2000.m3u8
春晚小品,http://121.12.115.14/tx.hls.huya.com/src/1250011-1250011-5368756364640256-2777038134-10057-A-0-1_2000.m3u8
逗乐小品,http://121.12.115.14/tx.hls.huya.com/src/1449588790-1449588790-6225936445698211840-2847699106-10057-A-0-

1_2000.m3u8
吐槽大会,http://121.12.115.14/tx.hls.huya.com/src/1449572975-1449572975-6225868520790425600-2789274544-10057-A-0-

1_2000.m3u8
美食记录,http://121.12.115.14/tx.hls.huya.com/src/1423787851-1423787851-6115122256487120896-2847699158-10057-A-0-1-

imgplus_2000.m3u8
笑傲江湖,http://121.12.115.14/tx.hls.huya.com/src/1423787824-1423787824-6115122140523003904-2847699104-10057-A-0-1-

imgplus_2000.m3u8
今晚脱口秀,http://121.12.115.14/tx.hls.huya.com/src/1423787862-1423787862-6115122303731761152-2847699180-10057-A-0-

1_2000.m3u8
笑傲帮,http://121.12.115.14/tx.hls.huya.com/src/1449380946-1449380946-6225043762515542016-2847687614-10057-A-0-

1_2000.m3u8
中国新相亲,http://121.12.115.14/tx.hls.huya.com/src/1449574865-1449574865-6225876638278615040-2847699130-10057-A-0-

1_2000.m3u8
非正式会,http://121.12.115.14/tx.hls.huya.com/src/1250011-1250011-5368756364640256-2777027388-10057-A-0-1_2000.m3u8
演员自我修养,http://121.12.115.14/tx.hls.huya.com/src/1524434105-1524434105-6547394625882030080-3048991666-10057-A-0-

1_2000.m3u8
梦立方闯关秀.http://121.12.115.14/tx.hls.huya.com/src/1524434092-1524434092-6547394570047455232-3048991640-10057-A-0-

1_2000.m3u8
陈翔六点半,http://121.12.115.14/tx.hls.huya.com/src/1352054947-1352054947-5807031779760013312-2704233350-10057-A-0-1-

imgplus_2000.m3u8
这剧很火,http://121.12.115.14/tx.hls.huya.com/src/1199522501236-1199522501236-5268317059774676992-2399045125928-10057

-A-0-1_2000.m3u8
张冰心解说,http://121.12.115.14/tx.hls.huya.com/src/1448640609-1448640609-6221864039312523264-1484215354-10057-A-0-

1_2000.m3u8
斌哥说动漫,http://121.12.115.14/tx.hls.huya.com/src/1199516152253-1199516152253-5241048385426817024-2399032427962-

10057-A-0-1_2000.m3u8
海贼王解说,http://121.12.115.14/tx.hls.huya.com/src/1199512045291-1199512045291-5223409117950902272-2399024214038-

10057-A-0-1_2000.m3u8
乔我说海贼,http://121.12.115.14/tx.hls.huya.com/src/1199513582384-1199513582384-5230010882116812800-2399027288224-

10057-A-0-1_2000.m3u8
火影忍者解说,http://121.12.115.14/tx.hls.huya.com/src/1199525077688-1199525077688-5279382836854390784-2399050278832-

10057-A-0-1_2000.m3u8
狗哥说火影,http://121.12.115.14/tx.hls.huya.com/src/1199512574006-1199512574006-5225679931584806912-2399025271468-

10057-A-0-1_2000.m3u8
短发说动漫,http://121.12.115.14/tx.hls.huya.com/src/1199532313878-1199532313878-5310462036252033024-2399064751212-

10057-A-0-1_2000.m3u8
发布会解说,http://121.12.115.14/tx.hls.huya.com/src/1445190547-1445190547-6207046135853350912-1418039432-10057-A-0-

1_2000.m3u8
阿斗说电影,http://121.12.115.14/tx.hls.huya.com/src/94525224-2583571962-11096357083652554752-3503038830-10057-A-0-1-

imgplus_2000.m3u8
亮哥讲电影,http://121.12.115.14/tx.hls.huya.com/src/94525224-2705821608-11621415315170131968-986759016-10057-A-0-

1_2000.m3u8
科幻梦工厂,http://121.12.115.14/tx.hls.huya.com/src/94525224-2682536056-11521404630860824576-3512313440-10057-A-0-1-

imgplus_2000.m3u8
阿良说美剧,http://121.12.115.14/tx.hls.huya.com/src/1199526558405-1199526558405-5285742467944022016-2399053240266-

10057-A-0-1_2000.m3u8
电影最TOP,http://121.12.115.14/tx.hls.huya.com/src/94525224-2672048638-11476361513531342848-3153216706-10057-A-0-

1_2000.m3u8
幻海航行,http://121.12.115.14/tx.hls.huya.com/src/1199512401451-1199512401451-5224938813503045632-2399024926358-10057

-A-0-1_2000.m3u8
权力游戏解说.http://121.12.115.14/tx.hls.huya.com/src/1446420010-1446420010-6212326639229992960-4637074750-10057-A-0-

1_2000.m3u8
俗哥看电影,http://121.12.115.14/tx.hls.huya.com/src/1417607217-1417607217-6088576635588575232-3374123844-10057-A-0-

1_2000.m3u8
越哥说电影,http://121.12.115.14/tx.hls.huya.com/src/94525224-2700236716-11597428386678439936-2112795098-10057-A-0-

1_2000.m3u8
小丑讲电影.http://121.12.115.14/tx.hls.huya.com/src/1199511997436-1199511997436-5223203582290952192-2399024118328-

10057-A-0-1_2000.m3u8
鱼丸说电影,http://121.12.115.14/tx.hls.huya.com/src/1444281068-1444281068-6203139953291952128-4657213132-10057-A-0-

1_2000.m3u8
娘子说电影,http://121.12.115.14/tx.hls.huya.com/src/94525224-2696926374-11583210576049864704-4479103546-10057-A-0-

1_2000.m3u8
鲁班爱看剧,http://121.12.115.14/tx.hls.huya.com/src/1445186641-1445186641-6207029359711092736-4696433912-10057-A-0-

1_2000.m3u8
刘老师说电影,http://121.12.115.14/tx.hls.huya.com/src/1199525477167-1199525477167-5281098586094829568-2399051077790-

10057-A-0-1_2000.m3u8
笑工坊,http://121.12.115.14/tx.hls.huya.com/src/22303913-22303913-95794576907829248-4413173724-10057-A-0-1_2000.m3u8
漫威电影解说,http://121.12.115.14/tx.hls.huya.com/src/94525224-2702868762-11608732938170007552-3082520718-10057-A-0-

1_2000.m3u8
军武直播,http://121.12.115.14/tx.hls.huya.com/src/1299518216864-1299518216864-10471531726831091712-2599036557184-

10057-A-0-1_2000.m3u8
青年电影馆,http://121.12.115.14/tx.hls.huya.com/src/1199532722561-1199532722561-5312217316371464192-2399065568578-

10057-A-0-1_2000.m3u8
老吴说电影,http://121.12.115.14/tx.hls.huya.com/src/1444498658-1444498658-6204074495225888768-4665669106-10057-A-0-

1_2000.m3u8
大象放映厅,http://121.12.115.14/tx.hls.huya.com/src/1199531762115-1199531762115-5308092232211890176-2399063647686-

10057-A-0-1_2000.m3u8
老炮说电影,http://121.12.115.14/tx.hls.huya.com/src/2250790740-2250790740-9667072618439639040-4501704936-10057-A-0-

1_2000.m3u8
可乐撩电影,http://121.12.115.14/tx.hls.huya.com/src/1199524029911-1199524029911-5274882668905889792-2399048183278-

10057-A-0-1_2000.m3u8
韩小囧说电影,http://121.12.115.14/tx.hls.huya.com/src/1199527772079-1199527772079-5290955158082027520-2399055667614-

10057-A-0-1_2000.m3u8
老皮讲电影,http://121.12.115.14/tx.hls.huya.com/src/1199512163164-1199512163164-5223915378630983680-2399024449784-

10057-A-0-1_2000.m3u8
电影间谍,http://121.12.115.14/tx.hls.huya.com/src/1421216452-1421216452-6104078181877153792-1962680342-10057-A-0-

1_2000.m3u8
关灯看大片,http://121.12.115.14/tx.hls.huya.com/src/1421185736-1421185736-6103946257661689856-4601139740-10057-A-0-

1_2000.m3u8
单机游戏剧情.http://121.12.115.14/tx.hls.huya.com/src/1199514005435-1199514005435-5231827872326352896-2399028134326-

10057-A-0-1_2000.m3u8
虎牙曰电影,http://121.12.115.14/tx.hls.huya.com/src/1199513804077-1199513804077-5230963046301564928-2399027731610-

10057-A-0-1_2000.m3u8
沈腾合集,http://121.12.115.14/tx.hls.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1-

imgplus_2000.m3u8
五福星系列,http://121.12.115.14/tx.hls.huya.com/src/1356780980-1356780980-5827329936934830080-2713685416-10057-A-0-

1_2000.m3u8
各国赌片,http://121.12.115.14/tx.hls.huya.com/src/1394565207-1394565207-5989611956204470272-2789253870-10057-A-0-1-

imgplus_2000.m3u8
埋堆堆,http://121.12.115.14/tx.hls.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-

A-0-1_2000.m3u8
海爷5号厅,https://42.56.91.136/live-bvc/470217/live_199793349_7660540_1500.m3u8
海爷3号厅,https://42.56.91.136/live-bvc/342662/live_268522326_2538218_1500.m3u8
海爷6号厅,https://42.56.91.136/live-bvc/461963/live_255137759_7132099_1500.m3u8
海爷2号厅,https://42.56.91.136/live-bvc/127923/live_52370715_1734265_800.m3u8
阿梅大片,https://42.56.91.136/live-bvc/849264/live_334056_8894439_1500.m3u8
蓉城影院,https://42.56.91.136/live-bvc/452550/live_48240701_1981056_1500.m3u8
果冻大片,https://42.56.91.136/live-bvc/785631/live_25999342_7533504_1500.m3u8
医馆笑传,https://42.56.91.136/live-bvc/487047/live_250188964_3487758_1500.m3u8
醉酒漫威,https://42.56.91.136/live-bvc/198197/live_10785684_1484453.m3u8
酷狗港片,https://tx.liveplay.live.kugou.com/live/fx_hifi_1640924_avc.m3u8
河东影视,http://jsylivealone302.iqilu.com/live/hedong_tv01/index.m3u8
济阳影视,http://jsylivealone302.iqilu.com/live/jiyang_tv02/index.m3u8
长沙影视,https://35848-cdn-1.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.m3u8
句容影视,http://218.3.92.100:1937/live/yingshi/chunklist_w365370764.m3u8
广东综艺,http://nclive.grtn.cn/4K/sd/live.m3u8
☆輪播☆,#genre#
高清电视QQ交流群,https://vd2.bdstatic.com/mda-kcnbpzh3uh1txtxi/hd/mda-kcnbpzh3uh1txtxi.mp4?auth_key=1612314700-0-0-

228382a3eb4147c105761f9b342c0b28&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
1125895186,https://vd2.bdstatic.com/mda-kcnbpzh3uh1txtxi/hd/mda-kcnbpzh3uh1txtxi.mp4?auth_key=1612314700-0-0-

228382a3eb4147c105761f9b342c0b28&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
爱奇艺_收视冠军,http://baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c16_lb_shoushiguanjun_720p_t5/c16_lb_shoushiguanjun_720p_t5.m3u8
爱奇艺_经典港片,http://120.233.49.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c18_lb_jingdianguangpian_720p_t5/c18_lb_jingdianguangpian_720p_t5.m3u8
爱奇艺_豆瓣高分,http://baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c15_lb_wuxingyingyuan_720p_t5/c15_lb_wuxingyingyuan_720p_t5.m3u8
爱奇艺_惊悚午夜,http://120.241.39.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c16_lb_jingnawuyechang_720p_t5/c16_lb_jingnawuyechang_720p_t5.m3u8
爱奇艺_动作电影,http://120.241.39.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c15_lb_dongzuodianying_720p_t5/c15_lb_dongzuodianying_720p_t5.m3u8
爱奇艺_温情影院,http://baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c17_lb_chenglong_720p_t5/c17_lb_chenglong_720p_t5.m3u8
爱奇艺_动画电影,http://120.232.170.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c15_lb_donghuadianying_720p_t5/c15_lb_donghuadianying_720p_t5.m3u8
爱奇艺_周末影院,http://120.233.49.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c15_lb_fengxiaogang_720p_t5/c15_lb_fengxiaogang_720p_t5.m3u8
爱奇艺_青春剧场,http://120.241.39.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c18_lb_qingchunjuchang_720p_t5/c18_lb_qingchunjuchang_720p_t5.m3u8
爱奇艺_电影大片,http://120.241.39.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c19_lb_dianyingjingxuan_720p_t5/c19_lb_dianyingjingxuan_720p_t5.m3u8
爱奇艺_谍战剧场,http://120.232.170.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c18_lb_diezhanjuchang_720p_t5/c18_lb_diezhanjuchang_720p_t5.m3u8
爱奇艺_热播电视剧,http://120.233.49.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c18_lb_rebodianshiju_720p_t5/c18_lb_rebodianshiju_720p_t5.m3u8
爱奇艺_仙侠玄幻,http://120.233.49.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c18_lb_xianxiaxuanhuan_720p_t5/c18_lb_xianxiaxuanhuan_720p_t5.m3u8
爱奇艺_军旅剧场,http://120.232.170.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c17_lb_junlvjuchang_720p_t5/c17_lb_junlvjuchang_720p_t5.m3u8
爱奇艺_抗战剧场,http://120.233.49.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c17_lb_kangzhanjuchang_720p_t5/c17_lb_kangzhanjuchang_720p_t5.m3u8
爱奇艺_票房收割机,http://120.232.170.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c19_lb_heibangdianying_720p_t5/c19_lb_heibangdianying_720p_t5.m3u8
爱奇艺_宫廷正剧,http://120.233.49.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c19_lb_niandaijuchang_720p_t5/c19_lb_niandaijuchang_720p_t5.m3u8
爱奇艺_家庭剧场,http://120.232.170.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c19_lb_jiatingjuchang_720p_t5/c19_lb_jiatingjuchang_720p_t5.m3u8
爱奇艺_情景喜剧,http://120.241.39.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c16_lb_qingjingxiju_720p_t5/c16_lb_qingjingxiju_720p_t5.m3u8
爱奇艺_经典重温,http://120.241.39.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c16_lb_jingdianchongwen_720p_t5/c16_lb_jingdianchongwen_720p_t5.m3u8
爱奇艺_军事观察,http://120.241.39.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c20_lb_junshiguancha_720P_t5/c20_lb_junshiguancha_720P_t5.m3u8
爱奇艺_历史秘闻,http://120.233.49.41/r/baiducdncmn-

gd.inter.ptqy.gitv.tv/tslive/c18_lb_lishimiwen_720P_t5/c18_lb_lishimiwen_720P_t5.m3u8
求索动物 8M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228980/01.m3u8?fmt=ts2hls
求索生活 8M1080,http://117.148.187.105/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228983/01.m3u8?fmt=ts2hls
求索科学 8M1080,http://117.148.187.100/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228975/01.m3u8?fmt=ts2hls
求索纪录 8M1080,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228972/01.m3u8?fmt=ts2hls
Y+频道 8M1080,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/01.m3u8?fmt=ts2hls
iHot爱喜剧 8M1080,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230022/01.m3u8?

fmt=ts2hls
iHot爱探索 8M1080,http://117.148.187.102/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230107/01.m3u8?

fmt=ts2hls
iHot爱浪漫 8M1080,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/01.m3u8?

fmt=ts2hls
iHot爱科幻 8M1080,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230025/01.m3u8?

fmt=ts2hls
iHot爱院线 8M1080,http://39.134.176.159/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230019/01.m3u8?

fmt=ts2hls
iHot爱世界 7.5M1080,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230046/index.m3u8
iHot爱体育 7.5M1080,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230034/index.m3u8
iHot爱体育 7.5M1080,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230103/index.m3u8
iHot爱军武 7.5M1080,http://117.148.187.55/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230083/index.m3u8
iHot爱动漫 7.5M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230136/index.m3u8
iHot爱历史 7.5M1080,http://117.148.187.55/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/index.m3u8
iHot爱奇谈 7.5M1080,http://117.148.187.55/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230023/index.m3u8
iHot爱娱乐 7.5M1080,http://117.148.187.51/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/index.m3u8
iHot爱家庭 7.5M1080,http://117.148.187.14/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230118/index.m3u8
iHot爱幼教 7.5M1080,http://117.148.187.75/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230086/index.m3u8
iHot爱怀旧 7.5M1080,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230049/index.m3u8
iHot爱悬疑 7.5M1080,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/index.m3u8
iHot爱探索 7.5M1080,http://117.148.187.51/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
iHot爱旅行 7.5M1080,http://117.148.187.96/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
iHot爱时尚 7.5M1080,http://117.148.187.57/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230109/index.m3u8
iHot爱江湖 7.5M1080,http://117.148.187.51/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230074/index.m3u8
iHot爱猎奇 7.5M1080,http://117.148.187.57/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
iHot爱玩具 7.5M1080,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230026/index.m3u8
iHot爱电竞 7.5M1080,http://117.148.187.51/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230029/index.m3u8
iHot爱科学 7.5M1080,http://117.148.187.55/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
iHot爱经典 7.5M1080,http://117.148.187.57/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230101/index.m3u8
iHot爱美食 7.5M1080,http://117.148.187.51/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230115/index.m3u8
iHot爱解密 7.5M1080,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230080/index.m3u8
iHot爱谍战 7.5M1080,http://117.148.187.55/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
iHot爱赛车 7.5M1080,http://117.148.187.13/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
iHot爱都市 7.5M1080,http://117.148.187.57/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230104/index.m3u8
iHot爱青春 7.5M1080,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230130/index.m3u8
Hot亚洲影院 720,http://117.148.187.70/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228365/01.m3u8?fmt=ts2hls
Hot少儿动漫 720,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228387/01.m3u8?fmt=ts2hls
Hot探索纪录 720,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228366/01.m3u8?fmt=ts2hls
Hot欧美影院 720,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228384/01.m3u8?fmt=ts2hls
Hot漫游世界 720,http://117.148.187.96/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228581/01.m3u8?fmt=ts2hls
Hot炫动3D 720,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228578/01.m3u8?fmt=ts2hls
Hot电子竞技 720,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228572/01.m3u8?fmt=ts2hls
Hot精品剧场 720,http://39.134.176.160/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228360/01.m3u8?fmt=ts2hls
Hot风尚音乐 720,http://39.134.176.154/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228344/01.m3u8?fmt=ts2hls
Hot高清娱乐 720,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228575/01.m3u8?fmt=ts2hls
SiTV都市剧场 8M1080,http://117.148.187.105/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229280/01.m3u8?

fmt=ts2hls
SiTV游戏风云 8M1080,http://39.134.176.156/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229320/01.m3u8?

fmt=ts2hls
黑莓动画 4M1080,http://117.148.187.51/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228998/index.m3u8
黑莓电影 4M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229010/index.m3u8
黑莓电影 4M1080,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229734/index.m3u8
黑莓电竞 4M1080,http://117.148.187.49/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229059/index.m3u8
黑莓电竞 4M1080,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229678/index.m3u8
NewTV明星大片 4M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229005/index.m3u8
NewTV明星大片 4M1080,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229660/index.m3u8
NewTV中国功夫 4M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229019/index.m3u8
NewTV中国功夫 4M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229663/index.m3u8
NewTV农业致富 4M1080,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229029/index.m3u8
NewTV农业致富 4M1080,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229666/index.m3u8
NewTV惊悚悬疑 4M1080,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229001/index.m3u8
NewTV惊悚悬疑 4M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229701/index.m3u8
NewTV搏击 4M1080,http://117.148.187.70/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229041/index.m3u8
NewTV搏击 4M1080,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229722/index.m3u8
NewTV潮妈辣婆 4M1080,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229031/index.m3u8
NewTV潮妈辣婆 4M1080,http://117.148.187.51/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229725/index.m3u8
NewTV炫舞未来 4M1080,http://117.148.187.91/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229155/index.m3u8
NewTV炫舞未来 4M1080,http://117.148.187.55/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229669/index.m3u8
NewTV爱情喜剧 4M1080,http://117.148.187.84/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229014/index.m3u8
NewTV爱情喜剧 4M1080,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229731/index.m3u8
NewTV精品体育 2.5M1080,http://39.134.176.144/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229026/index.m3u8
NewTV精品体育 2.5M1080,http://117.148.187.44/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229719/index.m3u8
NewTV精品纪录 4M1080,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229013/index.m3u8
NewTV精品纪录 4M1080,http://117.148.187.14/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229707/index.m3u8
NewTV金牌综艺 4M1080,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229002/index.m3u8
NewTV金牌综艺 4M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229704/index.m3u8
NewTV健康有约 4M1080,http://39.134.176.144/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229016/index.m3u8
NewTV健康有约 4M1080,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229692/index.m3u8
NewTV军事评论 4M1080,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229008/index.m3u8
NewTV军事评论 4M1080,http://117.148.187.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229716/index.m3u8
NewTV军旅剧场 4M1080,http://117.148.187.43/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229004/index.m3u8
NewTV军旅剧场 4M1080,http://39.134.176.163/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229698/index.m3u8
